Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,Individual Counseling,,Massage Therapy,Movement & Fitness Classes/Workshops,,Nutrition Consult,,Reiki Session,,,,,More than 10 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This service was incredibly important for myself and family as we were in the thick of a cancer diagnosis and knowing that we were being treated for the cancer, but emotionally, we were struggling. The support and services that we each received was invaluable. It helped us through those early dark days and showed us that brighter days are ahead. The staff at the front desk was so helpful and positive when we came to the office in South Portland. So grateful for Dempsey Center and the services that they offer to those going through this diagnosis."
Acupuncture,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,Individual Counseling,,Massage Therapy,Movement & Fitness Classes/Workshops,Movement & Fitness Consult,,,,Support Groups,,,,More than 10 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Dempsey Center has been a Godsend to me walking my own journey of breast cancer along with being a caretaker to my mother walking her own terminal lung cancer diagnosis.The Dempsey Center programs have provided me with ""calm in my storm"" through 2023, forever grateful."
,,,,,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,1 time,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It is a Joy to be a member!
,,,,,,,,,,,Movement & Fitness Classes/Workshops,,,Nutrition Classes/Workshops,,,,,,2-5 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keep up the good work. It is a great service and does so much good for people. Most grateful.
,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,,,,,,,,Wig & Headwear Consult,,,1 time,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,,,,,,,,,Movement & Fitness Classes/Workshops,,Nutrition Consult,,Reiki Session,,,,,More than 10 times,,,,Times of services,Physical location of services,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I love the Dempsey Center... It's always a very up experience for me going there. The services have all had an positive impact on my attitude and recovery, from cancer diagnosis through treatments.  Yoga, Reiki and Acupuncture have all helped me in the process, and I hope to continue as I am at a 'wait & see' stage and need to maintain a healthy mental outlook. Thank you for being there. Without Dempsey I believe I would surely have a feeling of hopelessness... but with Dempsey, I feel more hopeful about my future years... "
,,,,,,,,Individual Counseling,Legacy & Life Reflections,,,,,,,,,,,2-5 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,When my husband's brain cancer started growing again. The Dempsey center was able to provide him with services quickly. We live in NH and could not find the support we needed right away. I so appreciate having the video we made at your center as a way to remember my husband. It was often difficult to get to Portland was my husband grew weaker. A zoom session might have been helpful but realized the counselor needed to have a NH certification. We were so grateful to have the support of the Dempsey Center to help us through a my husband's eventual death from his cancer.
,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,Movement & Fitness Classes/Workshops,,,,,,,,,More than 10 times,,,,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The virtual program is wonderful since I cannot be in group activities. I feel like I’m doing something good for my body, can socialize virtually, and it keeps me active."
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,,Movement & Fitness Classes/Workshops,,,Nutrition Classes/Workshops,,Support Groups,,,,More than 10 times,,,,,Physical location of services,Transportation,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I just wish there was some way that I can express my gratitude. I'll start with a simply thank you from the bottom of my heart. Without this program, I honestly do not think I would have made so many gains with my emotional state of mind. Finding others that know exactly what I'm talking about made all of the difference in the world. Being able to attend from home made all of the difference as well. Someday I'll be able to give back and pay it forward and the Dempsey Center is the top of my list. Thank you so very, very much. "
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,Massage Therapy,,,,,Reiki Session,,,,,6-9 times,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefer not to answer,,,,,"I am incredibly grateful for my time at the Dempsey Center. Reiki, acupuncture, and massage were crucial to my recovery. These made me able to relax and function even tho I was very stressed out and sore. My cancer was no big deal compared to others and I am/was very conscious of that. I was never on chemo or radiation.  But no one at the Center made me self conscious about it. Thank you so much."
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,Massage Therapy,,,,,,,,,,6-9 times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clayton’s House stay,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,,,,,,,,,,,2-5 times,,,,Times of services,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefer not to answer,I have had a total knee replacement.,,,,Your staff is very caring and welcoming. I love going there and enjoying the people who work there.
,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,,,,,,,,1 time,,Too long of a wait for services that I needed (when I needed them),,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,,,,,,,,,,6-9 times,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Support Groups,,,,More than 10 times,,,,Times of services,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independent Living Difficulty (completing errands, visits, or appointments alone)",,Autonomic nervous system dysfunction,,,,The disruption due to letting staff go over budget cuts was very disruptive.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Individual Counseling,,,,,,,,,,,,6-9 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I would love to see a local Dempsey facility open in the Bangor area. You guys are doing a great job. Thank you. 
,,,,,,,,,,Massage Therapy,,,,,,,Wig & Headwear Consult,,,6-9 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am so grateful!! Thank you so much!!
,,,,,,,,,,,Movement & Fitness Classes/Workshops,,,,,,,,,More than 10 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I just recommended the Dempsey Center to my spouse's former boss. It is a big slice of safety and unconditional love at a time of shock and fear. The love and kindness continues to heal me 5 years out. I pay it forward. Tish is now my major connection with Dempsey.  Her very being is truly a gift in my body and soul. I know others feel the same. I am so grateful 🙏 
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,,,,,Reiki Session,Support Groups,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Dempsey Center is awesome.  You offer a high quality care. I understand the demand for services is increasing and the budget constraints affect your ability to provide services. I am so greatful for the services and people who helped me. Dempsey is a safe place to be with others dealing with cancer. It is so important not to feel alone. I plan to support the Dempsey Center going forward.   Thank You! 
Acupuncture,,,,,,,,,,Massage Therapy,,,,,,,,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independent Living Difficulty (completing errands, visits, or appointments alone)",,,,,,
Acupuncture,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,,,,,Reiki Session,,,,,2-5 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Legacy & Life Reflections,,,,,,,,,,,1 time,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Massage Therapy,,,,,,,,,,2-5 times,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,,,,,,,Support Groups,,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a wonderful organization and it is very valuable to the cancer community in Maine. The services are very important to making life better for cancer patients and their loved ones. 
Acupuncture,,,,,Dempsey Soup Program,,,,,Massage Therapy,,,,,,,,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You are all fantastic! Thank you for saving my life ♥️
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)",,,,,,,,Massage Therapy,,,,,,,Wig & Headwear Consult,,,2-5 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Individual Counseling,,,,,,,,,,,,2-5 times,,Too long of a wait for services that I needed (when I needed them),Hours of operation,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,,,,,,Individual Counseling,,Massage Therapy,,,,Nutrition Classes/Workshops,Reiki Session,Support Groups,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am very grateful that Dempsey Center services are available. They have been a major contributor to my healing process. Thank you!
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,Dempsey Soup Program,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,Massage Therapy,Movement & Fitness Classes/Workshops,,Nutrition Consult,Nutrition Classes/Workshops,Reiki Session,Support Groups,,,,More than 10 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,Movement & Fitness Classes/Workshops,,,,Reiki Session,,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiv+,,,,Thank you
,,,,,,,,Individual Counseling,,Massage Therapy,Movement & Fitness Classes/Workshops,Movement & Fitness Consult,,,,,,,,6-9 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,,,,,,,,,,2-5 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,25-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Dempsey Center has been an incredible resource for me. I'm eternally grateful to everyone there for their help. 
Acupuncture,,,,"Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,Massage Therapy,,,,,Reiki Session,,,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,"Comfort Items (e.g., quilts, blankets, hats, port protectors, heart pillows, etc.)","Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,Individual Counseling,,Massage Therapy,Movement & Fitness Classes/Workshops,,,,Reiki Session,,,,,More than 10 times,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefer not to answer,,,,,
,,,,,,,,Individual Counseling,,,,,,,,,,,,2-5 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,35-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wish I could get there more but I don’t drive so I have transportation issues. 
,,,,,,,,Individual Counseling,,,,,Nutrition Consult,,,,,,,6-9 times,,,,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judy Donnelly is GREAT.      Older able people need to have Individual Counselors who have ""experience"".  A college grad with -0- experience  was not a good arrangement for me"
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,Individual Counseling,,,,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I never thought I wanted to join a cancer support group but  Kerry Irish suggested I just try it and I can now not image what it would be like without this amazing, weekly, group. Because of Kerry's expertise and support I feel surrounded by a type of care that my family, as good as they are, can not provide. "
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,Individual Counseling,,Massage Therapy,,,,,,,,,,More than 10 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,,,,"Educational Workshop (e.g., Communicating with Your Healthcare Team, Fatigue Factor, Managing Cancer Side Effects with Cannabis/CBD, etc.)",,,,Massage Therapy,Movement & Fitness Classes/Workshops,,,,Reiki Session,,,,,6-9 times,,Too long of a wait for services that I needed (when I needed them),,Times of services,,,,,,45-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dempsey Center was a tremendous support after my treatment - from the online classes, to your front desk staff, and the reiki and massage practioners. I didn't have a big support system outside of my husband and son, and I felt so welcomed and heard at Dempsey."
,,,,,,,,Individual Counseling,,,,,,,,,,,,2-5 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acupuncture,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)",,,,,,,Massage Therapy,,,,,,,,,,2-5 times,,Too long of a wait for services that I needed (when I needed them),,,,,,,,75 or older,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a great place to have treatments and at no cost.    Thank you 
Acupuncture,,,,,,,,,,,,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Complementary Therapies Workshops (e.g., Virtual Reiki Group, Mindfulness Meditation or Acupressure for Calm, etc.)","Dempsey Dogs (e.g., interacting with a therapy dog in the Center, or at a Dempsey Center sponsored event)",,,,,,,Movement & Fitness Classes/Workshops,,,,,Support Groups,,,,More than 10 times,,,,,,,,,,65-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
